agentid,yearnumber,weeknumber,Lotto,Lotto Plus1,Euro Millions,Euro Millions Plus,ScratchCard
dbf473c0,2016,15,1628,344.5,1100,268,3227.94
dcc7d2d8,2016,14,542,137,206,85,216
9611a4ff,2016,15,425,92.5,228,89,649.98
824288f5,2016,17,1221,298,399,189,90
fd0cbfec,2016,17,1720,407.5,566,255,1225.08
6c79f126,2016,17,1842,456.5,555,211,939.06
4116403b,2016,13,513,119,299,119,955.08
1a351822,2016,14,1313,324.5,437,197,568.98
ad9fbab7,2016,17,2765,656,910,409,3629.16
05b94cb4,2016,15,1046,242,417,175,964.98
df124c52,2016,16,335,70.5,95,46,216
f54822f2,2016,15,542,136,134,64,568.98
0658aeb2,2016,16,1495,325,899,323,820.08
153a3ae5,2016,13,1021,245,402,173,739.08
296ac431,2016,13,1009,255.5,445,195,1769.04
35f95e21,2016,15,484,116.5,95,42,550.08
f6b6c875,2016,17,735,169.5,228,117,379.98
979ba7b1,2016,17,744,177.5,454,192,1900.08
4b3edaa7,2016,13,995,217,390,177,962.1
9f6ed063,2016,17,315,78.5,92,48,163.98
771dcae2,2016,16,844,203,500,230,2019.06
e66425e2,2016,13,570,144.5,399,163,0
fe9eb15f,2016,14,125,32,53,24,543.96
09bfa436,2016,13,160,39,108,47,395.1
bc63616d,2016,13,295,75.5,64,35,424.08
f98e3087,2016,16,905,187.5,487,168,703.98
1657babc,2016,16,1252,308,550,203,1243.08
adce4a60,2016,13,521,126.5,298,132,1369.08
0ef0066a,2016,13,2259,499.5,1356,491,3550.14
186415f2,2016,15,1091,264.5,513,218,1029.96
c4e8c9af,2016,17,1281,297.5,401,166,730.08
a367ba05,2016,16,1032,229,320,159,577.98
b42ae52a,2016,14,766,176,316,110,386.1
c1b98a6d,2016,16,687,166.5,215,106,163.98
5.61E+041,2016,17,899,199,345,117,0
2b886258,2016,13,942,221,594,249,1504.98
23fbbeee,2016,13,1634,408.5,796,355,1893.06
1fb48334,2016,15,907,224,520,167,478.98
7c2cd007,2016,13,346,87.5,290,110,1224.18
f504189b,2016,16,1452,362,713,310,2100.06
53e85ae9,2016,16,591,143.5,184,83,0
97c63eb6,2016,14,682,146.5,380,121,260.1
ca919e74,2016,14,799,133.5,239,63,386.1
09f017f1,2016,16,568,124,279,119,595.98
6f0b6b2f,2016,16,1054,257,395,196,396
45c20e2f,2016,16,176,45,200,74,216
96103b73,2016,17,605,146.5,161,70,216
011b1f86,2016,17,250,63,112,36,0
12c26137,2016,15,2281,557,1058,442,1947.06
ee96903a,2016,16,3900,877.5,1562,654,2750.04
7b9893e5,2016,14,993,238.5,461,217,432
41f149cc,2016,14,656,158.5,414,122,395.1
fbc59b4a,2016,16,533,127,259,115,163.98
679ef37f,2016,17,2679,652,782,319,1866.06
93e23231,2016,15,141,31,104,40,0
ccc4fca2,2016,14,552,141,185,80,613.98
e5c5ea7b,2016,15,1599,371.5,572,206,1459.26
7f50eb8a,2016,14,1007,231,460,148,334.08
659e5dbb,2016,17,288,72.5,132,52,1332
22a176fb,2016,16,3108,712,1138,452,2460.06
86fb1966,2016,16,854,208,410,186,379.98
54e69054,2016,14,366,93.5,158,86,288
5544c86a,2016,17,1064,258.5,426,180,948.96
7159062d,2016,16,795,152.5,276,105,0
23a823e5,2016,16,2610,641.5,1107,520,2920.14
db9e9d03,2016,17,143,35.5,44,24,0
415fe53d,2016,16,1340,315.5,548,251,1351.08
5d5a5d03,2016,13,893,184,708,231,170.1
bc638c02,2016,14,223,48.5,117,44,170.1
6e044bbb,2016,14,403,91,323,127,476.1
ee4e58c7,2016,13,252,64.5,93,42,685.08
c1372158,2016,13,150,35.5,60,27,216
62316de1,2016,14,109,28,46,21,386.1
7e501023,2016,15,231,58,184,75,0
7dcc73e2,2016,13,2755,615.5,1127,350,712.98
9a413a37,2016,13,1240,288,463,224,1026
a97c0d71,2016,14,1485,372,660,331,1639.08
bda26c06,2016,16,872,213,461,212,1568.16
f22148ae,2016,13,327,80.5,209,87,1946.16
7415b85f,2016,13,188,46,44,20,163.98
56dbf799,2016,17,431,103,182,83,424.08
47a5b77f,2016,14,2050,507.5,1183,562,912.06
964f5899,2016,13,154,37.5,55,26,-646.5168
4d2c7212,2016,16,597,138.5,235,100,649.98
2d51f3bd,2016,15,441,106.5,228,104,0
bd280fad,2016,13,946,214.5,397,160,1666.08
5ed68920,2016,14,170,23,143,64,0
5533e55b,2016,16,2751,658,1135,510,1814.04
67bd5609,2016,15,319,70.5,276,118,685.08
d4c3dff8,2016,14,409,89,248,117,90
2f607300,2016,17,427,106.5,106,51,0
658a4daa,2016,14,1609,396.5,828,351,1126.08
f6019c63,2016,16,2226,443.5,971,401,2299.14
b8c43032,2016,16,1742,415.5,721,327,1389.06
49f18e1a,2016,16,256,62,86,38,0
ee9e96ef,2016,14,433,105,231,78,0
c111f05f,2016,13,380,88,163,69,0
93697bf5,2016,15,131,30.5,103,40,327.6
8ea34e59,2016,13,1760,424.5,914,377,1576.08
07365bd2,2016,13,442,107,270,85,514.08
90211af5,2016,15,84,21.5,60,30,163.98
5013eaa1,2016,14,1164,281,962,351,1504.08
011ef8c9,2016,13,129,29.5,79,32,216
b115a115,2016,16,787,199,187,88,1299.06
f61cceb5,2016,16,464,114.5,347,173,1054.08
9.39E+071,2016,15,909,225.5,544,213,253.98
74f94c5f,2016,13,1687,392,572,238,1405.08
e5ac6731,2016,13,152,39,58,30,216
1c513ea3,2016,17,931,218,264,117,829.08
00cc2c50,2016,17,3357,101.5,1727,120,0
b4fc77df,2016,13,1177,292.5,507,202,1747.08
5c48be23,2016,16,145,32,136,59,969.48
1b6d3d36,2016,17,1021,251.5,454,199,2026.08
916defa2,2016,17,664,136.5,180,70,649.98
f1c900d3,2016,16,245,57.5,92,47,0
a93de0ad,2016,13,762,190.5,443,181,2621.16
4ed1f3a4,2016,13,2916,277.5,977,353,775.98
598eb517,2016,16,423,104,215,108,415.98
c3cbae22,2016,16,3022,725,1503,679,1830.06
89cefdef,2016,15,1897,441,1210,512,1884.06
31f5f0ef,2016,14,1391,326,721,303,2055.06
b0a1b783,2016,16,2154,493.5,1310,524,1595.16
23a599c3,2016,15,3247,789.5,1188,526,1470.06
2d6950c3,2016,13,2083,461.5,782,282,1164.96
fcd9fe3b,2016,14,929,221,598,221,739.08
7ddad791,2016,14,437,95,274,90,469.98
b0e5596f,2016,16,2926,699.5,1512,686,1673.1
b20406bf,2016,15,333,85,97,45,613.98
ac5abca6,2016,17,482,103,99,43,784.98
093a446d,2016,13,3,1,3,2,0
c04c937f,2016,13,1258,311.5,645,295,1036.08
3b66332d,2016,16,1132,263,804,352,0
97e8caa8,2016,15,444,102.5,511,179,405
4a93a5d9,2016,15,474,114,180,83,433.98
f48d75bf,2016,16,862,207.5,351,151,1081.08
2403646,2016,13,397,89.5,136,57,305.1
819d1200,2016,14,448,107.5,207,75,451.98
fcd83cf5,2016,16,2218,516,1030,405,2107.08
6b6e4be0,2016,15,1446,313.5,1019,381,550.08
139cca39,2016,16,1493,364.5,555,267,2217.24
8a9e4ac4,2016,17,654,150,377,145,0
1c055af8,2016,14,397,99.5,145,64,170.1
b1d04257,2016,15,752,189.5,336,139,1794.06
f76249fc,2016,17,1995,494,704,261,1778.04
c8a7d26d,2016,17,989,233,425,181,548.1
2ae0981f,2016,17,574,146.5,161,81,271.98
8206984f,2016,13,756,184.5,310,149,640.98
adb8b052,2016,15,813,181,528,230,786.06
7129f930,2016,13,270,69,66,27,93.6
09992fb9,2016,17,243,62,180,75,649.98
23b04348,2016,17,605,143.5,231,118,0
d23faf93,2016,14,1168,279,552,220,1009.08
f752e18b,2016,17,1818,418.5,756,281,1074.06
6f939799,2016,15,1332,316,564,233,2388.06
9c30eb4c,2016,15,209,49,125,34,606.7602
26b719c4,2016,14,748,173.5,253,104,754.2
ce78f72d,2016,13,2118,503.5,1392,588,3144.24
27c4ba06,2016,14,292,74.5,165,84,163.98
61f556e6,2016,15,1773,439,855,377,1866.06
7000ba8e,2016,16,682,159.5,226,93,90
bca894c1,2016,16,1832,259,480,196,550.08
137f7d43,2016,14,441,112.5,119,56,163.98
f02b48a5,2016,14,999,229.5,345,145,1090.08
2813f807,2016,15,784,181,395,160,1241.1
660e441c,2016,13,948,226,391,175,1144.08
8d457fb7,2016,16,4939,1104,2044,786,2806.02
f3dd2506,2016,16,795,182,375,142,1866.24
eb596d81,2016,16,288,73.5,156,61,926.1
c863e838,2016,13,656,103,217,98,856.08
c0bdaa78,2016,14,562,139,347,151,216
6808b4d1,2016,16,276,67.5,172,70,730.98
b0ea136e,2016,15,505,117.5,276,124,0
490d9290,2016,16,374,86,196,72,685.98
f849b5a1,2016,13,309,75,147,43,334.08
93171d80,2016,15,2097,480,1006,404,2911.14
65c817f7,2016,14,656,163,323,141,1756.08
dc36d3bf,2016,13,5642,1291.5,2518,884,5416.2
77d0c853,2016,16,66,17,34,19,170.1
8.11E+031,2016,17,270,67,103,50,0
44fba0bf,2016,13,390,98,121,53,327.96
c68ca976,2016,15,166,38.5,82,38,0
73c8deee,2016,16,1321,315,456,193,1306.08
ec407ef3,2016,15,1691,396,824,333,856.98
23f83bd3,2016,13,1144,269,798,320,2170.08
aaa717e9,2016,13,674,169,432,208,910.08
1cc618a8,2016,13,989,217,476,127,441
f431f348,2016,16,707,171.5,318,133,756
ff1c0066,2016,15,987,246,535,261,723.06
65a2709d,2016,14,309,68,307,106,450
db935a66,2016,16,539,129,167,71,1081.98
48152331,2016,15,821,189,410,165,388.98
6b840a4d,2016,14,442,105.5,522,254,1774.08
c3af2d58,2016,17,1391,337,612,238,1289.16
3e01c123,2016,13,695,169.5,388,185,1747.08
4890d29e,2016,17,2338,567.5,1236,377,1740.06
128a50dd,2016,13,711,133,285,115,559.98
c9570eee,2016,16,370,90,206,101,180
81b9b6d9,2016,17,791,195.5,296,143,433.98
bfc9fed5,2016,14,317,75,178,59,0
98f77fd4,2016,16,1375,330,872,253,1666.08
ef93d5ee,2016,14,940,203.5,537,194,0
16df3b35,2016,13,1801,424,691,303,923.94
eab3538c,2016,17,2551,583,1021,388,1686.06
c7314553,2016,16,637,161,231,86,566.1
ace26c4b,2016,13,386,97,191,94,1080.18
3f6f3d84,2016,17,174,40.5,57,25,-882.3816
b56ce2f9,2016,16,229,58.5,86,45,135
d3de90dd,2016,14,1076,254,439,162,1450.98
e44c8c09,2016,16,197,47.5,110,39,396
f070e60b,2016,14,386,86,115,53,775.98
3af76d3c,2016,14,327,76.5,123,58,216
f5cb5495,2016,17,317,81,121,64,378
a73cb6ee,2016,14,1389,283,408,186,874.08
bbe69e6c,2016,13,254,65,147,54,0
7be3f513,2016,17,444,106.5,191,98,615.96
e228a014,2016,13,7355,1341.5,1753,552,2882.16
343c7eec,2016,14,1681,416.5,1004,384,1902.06
3031f452,2016,17,542,125,299,112,225
c979e86c,2016,16,301,68.5,406,121,0
4e77d11f,2016,17,1863,428.5,958,371,1370.16
aa880c6a,2016,17,1977,466.5,772,294,838.98
97380079,2016,17,758,177.5,380,144,1099.08
8d4d3ba2,2016,14,919,211,625,163,1857.06
620d6182,2016,14,366,88.5,108,59,343.98
457d5ce5,2016,14,43,11,134,73,0
02b2aee2,2016,14,1730,378.5,579,242,417.96
8d23e33c,2016,14,329,79,218,96,955.08
06f4994c,2016,14,827,202,296,141,379.98
40b9737a,2016,17,2883,706.5,1267,592,4136.22
f989dce7,2016,17,1342,338,437,206,1344.96
d1d648c1,2016,14,1430,328.5,544,218,1027.98
7ac751c4,2016,17,539,134.5,150,77,0
18200973,2016,15,1136,265.5,535,256,1375.2
1a7dcd2f,2016,14,264,63,195,86,0
d93a53bb,2016,14,511,120.5,312,135,1034.1
d0e053fd,2016,15,2299,510,767,325,1378.08
003f9a82,2016,15,352,86.5,143,62,586.98
0f384772,2016,14,1032,250,690,282,0
6e9a3b0b,2016,16,4039,923,1946,760,2426.04
bc1added,2016,13,160,36,156,78,559.98
98148ea6,2016,14,2593,627,840,356,1984.14
ee2cee26,2016,17,1101,275,432,154,1351.98
b28780d4,2016,13,1573,302.5,864,325,576
9acd14ca,2016,15,989,237,399,194,622.98
e5b1220d,2016,15,2128,495,1549,600,1080
f19c05ad,2016,13,352,84,104,56,0
12003396,2016,14,164,40,62,32,424.08
bab8f5ed,2016,15,1922,467.5,590,292,1640.16
dd4a25c9,2016,16,829,190,298,121,1299.06
330fc8c4,2016,14,542,122,292,111,253.98
da938452,2016,15,656,126,266,122,0
b22633a2,2016,14,1019,241,342,130,640.08
33e8d14e,2016,16,711,168,264,122,1272.96
cfbc13bd,2016,13,442,106.5,237,106,343.98
63d20310,2016,13,376,87,128,27,0
11afef91,2016,16,86,22,53,23,0
fc99a22b,2016,13,836,208.5,333,168,550.08
9b8500f7,2016,16,211,52,84,33,687.96
20668cc5,2016,14,454,113.5,184,100,396
0392fb83,2016,13,135,31.5,44,18,386.1
1e2aa512,2016,13,433,106,130,61,216
6535f0b0,2016,13,938,229.5,312,102,640.08
23dc0823,2016,15,3416,781.5,1172,419,2452.14
b478f835,2016,14,3808,894.5,1506,554,3262.14
a1692b0e,2016,13,709,155,410,173,1396.08
12ce1ebd,2016,14,1109,258,609,250,966.96
2308b721,2016,13,292,73.5,58,23,0
e49b774b,2016,14,1281,322,542,265,1909.08
90cf8b0a,2016,17,1174,288,309,144,541.98
56b9b21e,2016,13,529,115.5,139,63,737.1
e656568d,2016,15,186,46.5,119,45,379.98
87266c5c,2016,16,1062,232,471,188,802.98
d87859ac,2016,14,362,89.5,143,68,260.1
c1fc19b8,2016,13,527,128.5,248,97,739.08
8635c6ca,2016,17,442,105,187,83,1783.98
a87039d4,2016,17,668,157.5,242,111,1423.98
c81e8783,2016,13,468,112.5,342,160,405
336bc0a6,2016,16,1519,367,767,345,0
3e1bf63e,2016,15,417,101.5,235,92,1450.08
3342d96b,2016,13,221,49,88,43,0
21799490,2016,13,1130,280,331,160,1749.06
e139811c,2016,13,1542,367,708,331,1686.06
ff708057,2016,15,1956,488.5,942,388,2932.02
874e815e,2016,14,86,21,108,51,163.98
806981f2,2016,15,356,81,198,67,784.98
848bd1af,2016,17,454,97,327,109,433.98
235cb19c,2016,17,1107,260.5,493,200,1477.98
c372ee32,2016,15,1617,392,958,426,543.96
974658b1,2016,14,488,100,169,78,343.98
065b4e98,2016,17,944,201,368,156,1855.98
95613acb,2016,17,286,65,92,49,0
052b1c9a,2016,13,1366,338,667,294,2108.16
8bfc4ce2,2016,17,3018,611,927,375,1547.46
2a88a982,2016,15,1346,275,1037,328,946.08
4ade983c,2016,13,1683,410.5,750,311,2127.06
ee993312,2016,16,1556,369,805,254,0
c7f2ebfa,2016,14,615,147,493,223,2091.96
fd23dbe0,2016,15,27,7,31,15,180
56f37944,2016,14,882,214,504,210,469.98
b714f2bc,2016,15,274,64.5,136,65,-542.7459
eb58bd6d,2016,17,180,46,95,37,433.98
9bae9cc9,2016,17,848,203.5,250,108,1099.08
08aa9c7a,2016,16,1446,355,651,321,604.08
3c37da21,2016,14,1975,486.5,756,350,1688.04
27877d7b,2016,16,1095,253,373,176,1551.06
f08687eb,2016,17,1313,282,253,130,1305
3da33631,2016,14,2465,573,1032,442,3629.16
21c7e520,2016,17,723,174,261,115,720
06ed6f2c,2016,16,985,229,483,180,594
79c65685,2016,17,819,191.5,263,117,0
2cb06b08,2016,17,2818,659.5,1037,423,2127.06
9ed4abd0,2016,16,229,55,279,102,-133.38
07d2bae9,2016,16,821,199.5,283,134,1558.08
2500bac2,2016,17,488,114.5,172,90,260.1
9f7ca9ae,2016,14,946,230.5,445,202,327.96
99892d01,2016,16,1393,314,789,298,1578.06
983d2ee4,2016,17,576,143,136,65,964.08
38b77575,2016,16,586,148.5,163,77,522
67b80164,2016,16,1072,263,452,215,2919.06
a2cc277c,2016,14,799,188.5,270,109,379.98
63d52fa3,2016,14,633,136,506,191,1656.18
41335ebb,2016,17,1820,435.5,859,378,1650.06
64e8d633,2016,13,384,92,211,104,685.98
74abf359,2016,15,12312,93,114,61,170.1
68394ba5,2016,15,799,194,351,127,910.08
78ade0a7,2016,14,1438,350,723,270,2062.08
f6ecadbb,2016,14,319,72.5,139,64,0
caee649e,2016,14,1960,481.5,632,269,1778.04
3a3b9a63,2016,15,380,88,292,101,1656
6c118e27,2016,16,717,168,235,117,757.08
22f38084,2016,13,497,123.5,182,80,649.08
4cca612d,2016,13,1225,288.5,502,231,469.98
96cfd384,2016,14,1754,337.5,885,325,1098
36d6c30c,2016,17,137,33,55,23,0
c7f44eff,2016,16,556,129,263,92,-92.34
7c9ce5d7,2016,16,880,211,447,161,1389.96
2edbdd2c,2016,15,374,87.5,176,88,388.98
62b5d553,2016,17,397,95,235,96,360
ec37d8d1,2016,14,99,25.5,51,18,405
3835d217,2016,16,1113,279,436,194,721.98
cfd5472e,2016,17,1421,345.5,434,206,730.98
de4a48fc,2016,17,1652,393,474,192,1452.06
8cefa65a,2016,14,515,122,132,68,379.98
075e5133,2016,15,664,163.5,419,170,1180.98
64a58b1f,2016,13,1236,306,347,170,1614.06
0f394f23,2016,16,931,217.5,443,126,163.98
13112fd9,2016,15,58,13.5,14,8,495
169f60af,2016,13,270,62.5,136,47,604.08
243bbb63,2016,14,648,148,1010,330,1180.98
5e84824b,2016,15,98,25,80,42,720.18
8d0cec35,2016,13,2577,606,1494,535,714.06
c970eba0,2016,13,882,184,684,214,405
2ec1aa40,2016,14,170,43.5,112,49,486
81b01a0c,2016,17,1138,270.5,704,275,1044.18
a96f6b99,2016,16,429,100,224,87,0
a5372446,2016,17,378,84.5,149,74,135
d49a982d,2016,16,513,125.5,154,73,0
4cf5e15e,2016,16,1444,331,881,307,1488.06
e4992d77,2016,14,1038,255.5,496,216,1119.06
cfc52f8d,2016,17,629,154,195,94,-379.8
0931838b,2016,16,374,81,250,83,883.98
b0e35863,2016,15,760,188,309,135,433.98
1f822662,2016,16,2105,505,923,366,2443.14
609c629c,2016,15,597,148.5,200,77,522
844ae096,2016,13,897,220,816,339,2917.26
76045903,2016,15,374,88,147,66,948.06
11e8a59a,2016,13,321,73,141,65,396
dad09e77,2016,16,2216,521,693,325,648
e46a9f01,2016,14,564,124,331,118,530.1
864cc82e,2016,15,960,209.5,305,133,379.98
72800000000000,2016,16,76,19.5,23,13,379.98
fd19a850,2016,13,744,181,235,102,1272.06
bd617437,2016,16,1248,308,344,154,838.08
1f07b562,2016,17,192,41.5,95,34,0
e2c4eb31,2016,17,1544,361.5,360,174,1126.08
3ce538df,2016,16,701,169,259,105,811.98
498b8da2,2016,14,288,71.5,143,51,865.98
964e7d69,2016,16,719,169.5,395,154,721.98
67573467,2016,17,74,19,12,7,0
9b290cf5,2016,17,1213,290.5,412,195,1452.96
de2f3bc3,2016,17,70,17,38,17,0
448c1b9f,2016,16,605,147,217,89,306
8563c7e8,2016,16,878,190.5,726,226,649.98
f5a9bbaa,2016,13,1458,314,616,309,1134
e2eb9c23,2016,14,335,80.5,204,89,189
01e75a7b,2016,17,294,68.5,264,120,334.08
3d8e74d3,2016,14,1705,381.5,686,216,793.98
ef10c626,2016,13,662,158.5,373,153,838.98
41eb6a1b,2016,17,713,167.5,242,95,379.98
153b3e40,2016,14,1030,243,371,166,550.08
10c8ef08,2016,17,805,200.5,257,140,1243.98
878cd2bc,2016,13,825,192.5,342,149,1099.98
33e9e901,2016,15,1424,327,923,339,730.08
eccfb253,2016,17,2512,576.5,835,340,1508.04
bbe9a26c,2016,16,456,111.5,126,66,1375.92
75b0ace6,2016,13,619,149.5,292,131,451.98
240000,2016,15,2201,549,945,383,1753.02
b399620d,2016,16,148,36,60,30,216
42a0dcf8,2016,17,572,138.5,217,65,163.98
58b1496b,2016,15,378,80.5,320,118,0
1d95eed4,2016,16,1713,395.5,945,343,1171.08
9c3bc6cd,2016,16,458,110.5,163,79,810
de408d66,2016,13,68,17.5,36,18,0
e1b56ef1,2016,14,170,39.5,136,62,180
4f35541b,2016,16,907,215.5,338,176,964.08
6d5c3bfb,2016,16,2030,490.5,782,316,1587.06
135ca6fd,2016,13,427,101,211,72,396
352314b4,2016,16,1381,317,588,268,163.98
f3f0fcf2,2016,14,721,171,625,270,1467.18
0deb331f,2016,13,1413,339.5,445,190,1911.06
3c65b5be,2016,17,2657,609.5,1324,528,1942.02
08fbc779,2016,15,1454,348.5,638,301,2712.06
98f02f26,2016,16,562,141,180,93,550.08
e3daac78,2016,16,623,154,316,148,1125.18
79504ee7,2016,13,4315,1036.5,1650,648,2227.14
0eabf983,2016,16,2618,645.5,853,357,1180.08
742d86c9,2016,13,1442,336.5,1039,449,1621.08
525a8bf3,2016,17,607,151,226,101,1828.08
ef699df5,2016,17,2779,594,1205,422,2219.04
c840e9c6,2016,15,1626,384,805,328,1774.08
3e8debb9,2016,15,266,68,207,94,163.98
e67be8a1,2016,16,586,146,467,226,1089
5104ec64,2016,15,278,35,55,27,334.08
db969c50,2016,14,1052,245,401,177,1164.06
21203d82,2016,16,1372,326,522,234,865.08
71f8bcbf,2016,17,844,209.5,318,144,2200.14
b4a2ba18,2016,13,370,79,97,46,216
b786d30c,2016,14,305,76,226,115,0
ded6a3a0,2016,17,1711,423.5,995,457,1326.96
f2abf145,2016,17,938,208,469,222,640.08
fba56082,2016,17,5331,1183.5,1376,532,1731.06
2e8b66d2,2016,17,239,51,119,38,495
71f8e5eb,2016,15,509,117.5,323,143,306
79c89736,2016,13,1101,245.5,592,211,766.08
84f941a1,2016,16,2216,502,1212,440,2615.04
96b13b14,2016,17,1430,21,40,11,0
1d4a1b42,2016,17,3992,960,1398,607,2399.04
e8385978,2016,13,599,121,531,162,379.98
eefa92b9,2016,13,768,160.5,351,147,829.98
20827589,2016,14,1601,397.5,833,346,2927.88
d4ccb4ad,2016,17,137,35,90,30,0
42b7f148,2016,17,1291,295,520,213,0
41bc7b82,2016,14,1483,363.5,588,270,1983.06
0713a2b0,2016,14,846,203.5,454,183,379.98
a1407405,2016,16,2432,569,1644,678,1134
6b150d29,2016,16,427,96.5,226,93,523.98
758249c6,2016,14,1105,218,964,280,334.08
6d36beea,2016,15,733,185.5,272,122,658.08
82c7bf78,2016,15,1313,314.5,690,290,2032.02
f974819d,2016,14,823,181,206,79,386.1
006cc4ad,2016,13,764,184.5,461,204,928.98
04096ecb,2016,14,548,122,68,32,217.3446
1811db09,2016,17,2828,608,918,329,2937.96
a07fb460,2016,14,942,209.5,366,162,1794.06
4ab16161,2016,16,29,6,34,15,0
c5074988,2016,14,231,50.5,204,56,170.1
5e469521,2016,13,452,102.5,259,87,630
dcbab480,2016,14,1517,355.5,745,341,1434.06
93c15356,2016,17,131,29.5,46,19,163.98
16dc9a40,2016,14,533,107.5,147,66,856.08
949b0449,2016,14,370,87.5,193,77,379.98
4e558b32,2016,14,715,171.5,290,129,820.08
13a52fbe,2016,15,454,112,196,78,216
1c503e12,2016,16,413,103,176,75,1314
574b8db7,2016,17,1203,296.5,423,157,379.98
c245f950,2016,16,1134,282,820,364,684
cc671ebf,2016,13,1552,346,596,234,1261.08
b8183232,2016,16,1299,277,511,196,225
886c544e,2016,16,562,134,526,206,260.1
61efa1fe,2016,15,850,192.5,798,245,1488.24
8c7341b7,2016,15,813,190.5,395,165,1101.96
1245d6d9,2016,15,4096,945.5,1773,630,2435.04
beee0e30,2016,15,392,89.5,207,94,0
d81d2418,2016,15,1177,268.5,667,270,577.98
91f7c436,2016,16,1097,248,441,169,379.98
c20f9115,2016,15,2185,436.5,1006,364,3505.14
b4202f8c,2016,13,1734,272,244,48,379.98
93fbb092,2016,16,1003,226.5,252,120,216
6677f795,2016,14,1399,300.5,1135,414,2153.16
a3ec1967,2016,16,286,73,112,50,424.08
738a04ac,2016,15,1722,427,713,323,1495.98
b62c650d,2016,17,1007,242.5,482,182,711
8cd3cd5f,2016,16,542,132.5,218,97,260.1
db93ce8e,2016,13,625,154,250,112,604.08
4e9a95d7,2016,16,305,78,241,117,1359
e8ab111f,2016,13,490,123,331,156,559.08
c5a1629c,2016,16,970,242,239,112,1937.16
8724057,2016,13,3169,765,1115,482,3822.12
0c17e07b,2016,15,911,222,358,170,379.98
a68ce498,2016,16,1799,448.5,695,290,993.96
41a0a4f6,2016,13,566,137.5,323,160,800.1
09c564cb,2016,16,646,149,279,132,1182.96
7c0bda0a,2016,14,1644,351.5,645,282,930.96
e237eca8,2016,15,278,67.5,182,77,829.08
59fec4c6,2016,13,1354,331,566,218,388.98
375c0f25,2016,17,439,104,143,69,396
e7281bf3,2016,17,2314,531,837,313,1126.08
a5aef433,2016,13,1250,307,662,271,945
78ef4892,2016,13,2179,527.5,868,335,2533.14
435c7474,2016,16,1093,255.5,494,203,613.98
b8d24f8d,2016,14,774,182,417,151,559.98
0baa845f,2016,16,1503,359.5,713,295,964.08
5d68c3dc,2016,16,164,31,58,27,216
ce88c9c0,2016,16,480,112,189,68,750.96
6760bde8,2016,14,2581,611.5,971,435,1182.06
150b9ad8,2016,17,531,128.5,250,119,487.98
74f5ce1c,2016,16,2322,310,303,153,1000.08
32c3520d,2016,17,817,129.5,563,221,405
a72abc63,2016,15,4398,930,2239,762,1963.08
54c1d3b6,2016,16,319,74,108,44,370.98
6bd69f50,2016,15,1370,319,1177,402,2668.14
0c13a75f,2016,13,993,242.5,599,270,1054.98
cbf9879d,2016,16,252,61,145,62,1432.98
e8e102ac,2016,16,197,47.5,73,19,604.98
faf98d8b,2016,13,974,224.5,518,223,1209.96
f0c82fcb,2016,13,836,209,428,144,2748.06
f7799a87,2016,14,399,99,130,64,379.98
99da92fb,2016,13,1266,311,344,154,253.98
7c0ae7be,2016,13,1029,240.5,555,258,-9.9
4fcf28e2,2016,15,397,96,235,82,0
d9353953,2016,17,164,36,68,30,0
42eff3f0,2016,17,2499,597.5,908,422,1632.06
e3367a92,2016,15,366,79,125,61,0
4ba9f5f4,2016,13,682,165,316,135,317.88
b793867e,2016,14,568,125.5,312,126,0
0be94b25,2016,13,411,102.5,154,77,378
67bd4002,2016,17,352,88,281,109,568.08
cb2e9b27,2016,17,686,169,255,121,1449.18
b1d5f891,2016,14,1176,296,344,130,620.1
b34b2fdf,2016,17,672,155.5,358,176,584.1
c1cc3d60,2016,16,976,235,380,175,1340.1
fca29d7b,2016,15,186,47.5,66,34,306
c5419da8,2016,16,429,79.5,211,98,379.98
ec5f5703,2016,13,1918,449,1039,426,1814.04
89d3ebf7,2016,13,756,186,358,168,1486.08
7f1e12bd,2016,13,2250,550,765,348,1126.08
5c03cde6,2016,17,4551,1099.5,1810,811,2577.06
6e67c74a,2016,16,268,61.5,259,106,766.98
726c2a8a,2016,14,795,177.5,174,74,163.98
b7e137e4,2016,15,1697,422.5,815,378,1927.98
95fa92b1,2016,17,995,212.5,645,212,334.08
4a6090f0,2016,14,1854,449,960,368,1505.16
db6c2d9c,2016,14,515,98.5,401,76,135
c859f4ac,2016,15,717,166,237,112,379.98
51030ac1,2016,14,744,170.5,310,123,1553.94
e9910aac,2016,13,1564,334.5,677,249,928.08
9fbd08f8,2016,17,1497,340.5,511,238,1135.08
fa5536eb,2016,15,282,68,180,83,874.08
cd98d2c7,2016,15,805,203,228,102,640.08
df6726ec,2016,15,858,215,261,125,856.08
e62e68fe,2016,15,1203,283.5,682,299,1353.06
b089ca8f,2016,15,1015,249,594,264,1369.98
f0b2ebb8,2016,15,1140,275,380,162,1126.08
b0748de6,2016,15,407,87.5,340,120,260.1
81305785,2016,17,625,150,426,207,0
ec866b20,2016,16,1626,396,770,327,2001.96
83c0a0b4,2016,17,1354,332.5,471,207,723.96
ba2ebe79,2016,13,278,67,108,45,0
dfb33399,2016,15,343,70.5,126,41,1324.08
